Field	Time	TopLeft:X	TopLeft:Y	TopLeft:Z	TopRight:X	TopRight:Y	TopRight:Z	BottomLeft:X	BottomLeft:Y	BottomLeft:Z	BottomRight:X	BottomRight:Y	BottomRight:Z	Brow:X	Brow:Y	Brow:Z	Tip:X	Tip:Y	Tip:Z	StickTopLeft:X	StickTopLeft:Y	StickTopLeft:Z	StickTopRight:X	StickTopRight:Y	StickTopRight:Z	StickBottomLeft:X	StickBottomLeft:Y	StickBottomLeft:Z	StickBottomRight:X	StickBottomRight:Y	StickBottomRight:Z
599	5.86	3.908036	-391.62326	999.653687	59.925522	-385.280121	1003.502991	-19.968727	-367.332733	955.489807	33.678291	-361.292633	959.337891	30.593792	-294.311188	860.327393	288.104706	-473.97052	1172.551147	287.69577	-496.717041	1145.813965	267.112854	-422.940979	1191.281738	265.538269	-505.194855	1099.767334	246.980164	-429.347534	1145.586304
600	5.87	3.903393	-391.621552	999.654846	59.920887	-385.278137	1003.504822	-19.9727	-367.331543	955.490295	33.674091	-361.291016	959.339355	30.5909	-294.310425	860.328369	287.98465	-474.021637	1172.61499	287.584351	-496.76239	1145.873047	266.988373	-422.997955	1191.347778	265.443695	-505.238983	1099.819946	246.871628	-429.387207	1145.642212
601	5.88	3.898673	-391.619934	999.655945	59.916164	-385.276276	1003.506653	-19.97673	-367.330444	955.490784	33.66983	-361.28949	959.340881	30.587969	-294.309692	860.329285	287.866089	-474.072388	1172.677856	287.474335	-496.807526	1145.931274	266.865662	-423.054657	1191.412598	265.35022	-505.283295	1099.871948	246.763962	-429.426819	1145.697632
602	5.89	3.893874	-391.618439	999.657104	59.911358	-385.274536	1003.508545	-19.980822	-367.329407	955.491211	33.665504	-361.288055	959.342468	30.584995	-294.30899	860.330322	287.748993	-474.122742	1172.739502	287.365753	-496.852386	1145.988525	266.744781	-423.110901	1191.475952	265.257874	-505.327667	1099.923218	246.657166	-429.466248	1145.752319
603	5.9	3.888998	-391.617035	999.658203	59.906467	-385.272949	1003.510437	-19.984972	-367.32843	955.491699	33.66111	-361.286682	959.344055	30.581982	-294.30835	860.33136	287.633423	-474.172546	1172.800171	287.258606	-496.896851	1146.0448	266.625641	-423.166656	1191.537842	265.166595	-505.371979	1099.973633	246.551239	-429.505493	1145.806274
604	5.91	3.884042	-391.615784	999.659302	59.901493	-385.271454	1003.51239	-19.989183	-367.327576	955.492188	33.656654	-361.2854	959.345642	30.578928	-294.30777	860.332458	287.519318	-474.221771	1172.859741	287.152893	-496.940857	1146.100098	266.508301	-423.221802	1191.598389	265.076416	-505.416138	1100.023193	246.446167	-429.544464	1145.859497
605	5.92	3.879006	-391.614624	999.660461	59.896431	-385.270111	1003.514282	-19.993456	-367.326752	955.492676	33.652134	-361.28421	959.347229	30.575832	-294.30722	860.333618	287.406677	-474.270325	1172.918213	287.048553	-496.984344	1146.154297	266.3927	-423.276215	1191.657471	264.987305	-505.459991	1100.072021	246.341934	-429.583069	1145.911987
606	5.93	3.87389	-391.613556	999.66156	59.891285	-385.268921	1003.516296	-19.997789	-367.32605	955.493103	33.647545	-361.283112	959.348877	30.572695	-294.306702	860.334778	287.295502	-474.318085	1172.975586	286.945618	-497.027222	1146.207642	266.278778	-423.329803	1191.715088	264.899261	-505.503448	1100.119873	246.238525	-429.621277	1145.963745
607	5.94	3.868692	-391.61264	999.66272	59.886047	-385.267822	1003.51825	-20.002186	-367.325409	955.493591	33.642891	-361.282104	959.350525	30.569515	-294.306244	860.335999	287.18576	-474.36499	1173.03186	286.844055	-497.069397	1146.259888	266.166565	-423.382507	1191.771362	264.812225	-505.546356	1100.166992	246.135941	-429.658997	1146.014648
608	5.95	3.863414	-391.611847	999.663818	59.880726	-385.266876	1003.520264	-20.006643	-367.32486	955.49408	33.638168	-361.281158	959.352234	30.566294	-294.305817	860.33728	287.077393	-474.41095	1173.087036	286.743805	-497.11084	1146.311157	266.055939	-423.434204	1191.826172	264.726166	-505.588684	1100.213135	246.034119	-429.696228	1146.064819
609	5.96	3.858052	-391.611176	999.664978	59.875313	-385.266083	1003.522278	-20.011164	-367.324371	955.494568	33.633381	-361.280334	959.353882	30.56303	-294.30545	860.338562	286.970337	-474.455933	1173.141113	286.644836	-497.151459	1146.361572	265.946869	-423.484833	1191.879639	264.641083	-505.63028	1100.258423	245.933075	-429.732849	1146.114136
610	5.97	3.852609	-391.610596	999.666077	59.869812	-385.265411	1003.524353	-20.015747	-367.323975	955.495117	33.628525	-361.279572	959.355652	30.559723	-294.305115	860.339966	286.864563	-474.499847	1173.194214	286.547058	-497.191193	1146.411011	265.839294	-423.534271	1191.931763	264.556885	-505.671051	1100.302856	245.832733	-429.76886	1146.16272
611	5.98	3.847081	-391.610168	999.667175	59.86422	-385.264862	1003.526428	-20.020395	-367.323669	955.495605	33.6236	-361.2789	959.357361	30.556374	-294.30484	860.34137	286.76001	-474.542633	1173.246216	286.45047	-497.22998	1146.459473	265.733093	-423.582489	1191.982666	264.473572	-505.710938	1100.346436	245.733078	-429.804169	1146.210449
612	5.99	3.84147	-391.609863	999.668335	59.858536	-385.264465	1003.528503	-20.025106	-367.323456	955.496094	33.618607	-361.278351	959.359131	30.552982	-294.304626	860.342773	286.656586	-474.584229	1173.297241	286.35498	-497.267792	1146.507202	265.628174	-423.629425	1192.032104	264.391052	-505.749817	1100.38916	245.634064	-429.838776	1146.257324
613	6	3.835774	-391.60968	999.669434	59.85276	-385.264221	1003.53064	-20.029881	-367.323334	955.496582	33.613544	-361.277863	959.360962	30.549545	-294.304443	860.344299	286.55423	-474.624603	1173.347412	286.260529	-497.304565	1146.554077	265.524475	-423.674957	1192.080444	264.309296	-505.787659	1100.431152	245.535645	-429.872589	1146.303467
614	6.01	3.829993	-391.609619	999.670593	59.846897	-385.26413	1003.532776	-20.034721	-367.323273	955.497131	33.608414	-361.277496	959.362732	30.546066	-294.304321	860.345825	286.452881	-474.663666	1173.396729	286.167023	-497.34024	1146.60022	265.421875	-423.719086	1192.127563	264.228241	-505.824371	1100.472168	245.437775	-429.905609	1146.348877
615	6.02	3.824127	-391.60968	999.671692	59.840935	-385.26416	1003.534912	-20.039627	-367.323334	955.49762	33.603214	-361.277222	959.364624	30.542545	-294.30423	860.347412	286.352448	-474.701385	1173.445068	286.074402	-497.374817	1146.645508	265.320282	-423.761688	1192.173584	264.147858	-505.859863	1100.512573	245.340424	-429.937805	1146.393433
616	6.03	3.818174	-391.609863	999.672791	59.834885	-385.264343	1003.537109	-20.044598	-367.323456	955.498108	33.597942	-361.277008	959.366455	30.538979	-294.304199	860.34906	286.252808	-474.737732	1173.492676	285.982544	-497.408234	1146.690186	265.219543	-423.802795	1192.218506	264.068024	-505.894165	1100.552246	245.243515	-429.969116	1146.437256
617	6.04	3.812134	-391.610199	999.67395	59.828735	-385.264679	1003.539307	-20.049633	-367.323669	955.498657	33.592598	-361.276917	959.368347	30.535368	-294.30423	860.350769	286.1539	-474.772675	1173.539429	285.891418	-497.44046	1146.734375	265.119568	-423.842316	1192.262329	263.988708	-505.927124	1100.591187	245.147003	-429.999512	1146.480347
618	6.05	3.806006	-391.610657	999.675049	59.822495	-385.265137	1003.541565	-20.054737	-367.323975	955.499146	33.587185	-361.276917	959.370239	30.531712	-294.304321	860.352478	286.055664	-474.806152	1173.585571	285.800903	-497.471497	1146.777832	265.020233	-423.880219	1192.305176	263.909851	-505.958801	1100.629517	245.050858	-430.029022	1146.522705
619	6.06	3.799791	-391.611237	999.676147	59.816158	-385.265778	1003.543823	-20.059906	-367.324371	955.499695	33.581699	-361.277039	959.372192	30.528013	-294.304443	860.354248	285.957947	-474.838196	1173.630981	285.710938	-497.501312	1146.820801	264.921417	-423.916473	1192.347168	263.83139	-505.989105	1100.667114	244.955002	-430.057587	1146.564331
620	6.07	3.793488	-391.611969	999.677307	59.809727	-385.266541	1003.546082	-20.065144	-367.32486	955.500244	33.576145	-361.277222	959.374146	30.524269	-294.304596	860.356079	285.860687	-474.868774	1173.675781	285.621399	-497.529877	1146.863403	264.822998	-423.95108	1192.388306	263.753265	-506.018036	1100.704346	244.859406	-430.085205	1146.605225
621	6.08	3.787095	-391.612823	999.678406	59.803196	-385.267487	1003.548401	-20.070446	-367.325439	955.500732	33.570515	-361.277527	959.37616	30.520479	-294.30484	860.357971	285.763763	-474.897827	1173.720093	285.532227	-497.55719	1146.905518	264.724854	-423.983978	1192.428589	263.675385	-506.045563	1100.740967	244.764008	-430.111877	1146.645508
622	6.09	3.780613	-391.613831	999.679504	59.79657	-385.268555	1003.55072	-20.075819	-367.326111	955.501282	33.564812	-361.277924	959.378113	30.516644	-294.305115	860.359863	285.667145	-474.925415	1173.763916	285.443298	-497.583252	1146.947266	264.626862	-424.015167	1192.46814	263.597717	-506.071716	1100.7771	244.668747	-430.137573	1146.685181
623	6.1	3.774041	-391.61496	999.680664	59.789845	-385.269775	1003.55304	-20.081259	-367.326904	955.501831	33.559036	-361.278442	959.380188	30.512764	-294.30545	860.361877	285.570679	-474.951477	1173.807251	285.354553	-497.608063	1146.988892	264.5289	-424.044647	1192.50708	263.520172	-506.096466	1100.812866	244.573593	-430.162323	1146.724243
624	6.11	3.767378	-391.616211	999.681763	59.783024	-385.271179	1003.55542	-20.086765	-367.327759	955.50238	33.553188	-361.279022	959.382202	30.508839	-294.305847	860.363892	285.474274	-474.976074	1173.850342	285.26593	-497.631653	1147.030151	264.430847	-424.072418	1192.545288	263.442719	-506.119843	1100.848267	244.4785	-430.186127	1146.762573
625	6.12	3.760624	-391.617615	999.682861	59.7761	-385.272705	1003.557861	-20.092342	-367.328705	955.50293	33.547268	-361.279724	959.384277	30.504868	-294.306274	860.365967	285.377899	-474.999207	1173.892944	285.177277	-497.653992	1147.071167	264.332611	-424.09848	1192.583008	263.365265	-506.141846	1100.883301	244.383408	-430.208984	1146.800415
626	6.13	3.753779	-391.619171	999.684021	59.769081	-385.274414	1003.560303	-20.097988	-367.329773	955.503479	33.541271	-361.280548	959.386414	30.500851	-294.306793	860.368103	285.281403	-475.020844	1173.935303	285.088593	-497.67514	1147.112183	264.23407	-424.122833	1192.620239	263.287781	-506.162537	1100.918091	244.288284	-430.230896	1146.837646
627	6.14	3.746841	-391.62085	999.68512	59.761959	-385.276276	1003.562744	-20.103704	-367.330902	955.504028	33.535202	-361.281464	959.38855	30.496788	-294.307343	860.3703	285.184784	-475.041077	1173.977417	284.999756	-497.695099	1147.153076	264.135132	-424.145538	1192.656982	263.210205	-506.181915	1100.952759	244.193085	-430.251923	1146.87439
628	6.15	3.739811	-391.622681	999.686218	59.754738	-385.27829	1003.565186	-20.109489	-367.332153	955.504639	33.529057	-361.282471	959.390686	30.492678	-294.307953	860.372498	285.087921	-475.059906	1174.019409	284.910706	-497.713867	1147.19397	264.035706	-424.166595	1192.693237	263.132507	-506.200043	1100.987183	244.097809	-430.272034	1146.910645
629	6.16	3.732688	-391.624634	999.687317	59.747414	-385.280457	1003.567688	-20.115345	-367.333496	955.505188	33.522835	-361.2836	959.392883	30.488522	-294.308594	860.374817	284.990753	-475.077393	1174.061157	284.821381	-497.731537	1147.234741	263.935699	-424.186035	1192.729248	263.054657	-506.216949	1101.021484	244.00238	-430.291321	1146.946289
630	6.17	3.725471	-391.62674	999.688477	59.73999	-385.282806	1003.570251	-20.121271	-367.33493	955.505737	33.516537	-361.284821	959.395081	30.48432	-294.309326	860.377136	284.893219	-475.093567	1174.102783	284.73175	-497.748138	1147.275757	263.835052	-424.203918	1192.764893	262.976563	-506.232697	1101.055786	243.906815	-430.309784	1146.981567
631	6.18	3.718161	-391.628998	999.689575	59.73246	-385.285278	1003.572815	-20.127268	-367.336456	955.506348	33.510166	-361.286163	959.397278	30.48007	-294.310089	860.379517	284.795319	-475.10849	1174.144409	284.641754	-497.763702	1147.31665	263.733704	-424.220306	1192.800293	262.898224	-506.247345	1101.090088	243.811081	-430.327454	1147.016357
632	6.19	3.710756	-391.631409	999.690674	59.724831	-385.287933	1003.575378	-20.133335	-367.338104	955.506897	33.503716	-361.287598	959.399536	30.475775	-294.310913	860.381958	284.69696	-475.122192	1174.185913	284.551331	-497.77829	1147.357788	263.631592	-424.235229	1192.835449	262.819611	-506.260956	1101.124268	243.715149	-430.344421	1147.050659
633	6.2	3.703256	-391.633942	999.691772	59.717098	-385.290771	1003.578003	-20.139475	-367.339844	955.507446	33.497189	-361.289124	959.401855	30.47143	-294.311798	860.38446	284.598114	-475.134796	1174.227417	284.46048	-497.791962	1147.398926	263.528687	-424.248779	1192.870361	262.740723	-506.273621	1101.158447	243.619034	-430.360687	1147.084595
634	6.21	3.695661	-391.636627	999.692871	59.709263	-385.293732	1003.580627	-20.145685	-367.341675	955.508057	33.490589	-361.290802	959.404175	30.467039	-294.312744	860.387024	284.498779	-475.146332	1174.268921	284.369141	-497.804779	1147.440308	263.424957	-424.261017	1192.905151	262.661499	-506.28537	1101.192749	243.52272	-430.376312	1147.118164
635	6.22	3.68797	-391.639435	999.69397	59.701321	-385.296875	1003.583252	-20.151968	-367.343597	955.508667	33.48391	-361.292542	959.406494	30.462601	-294.313751	860.389587	284.398895	-475.156891	1174.310425	284.277344	-497.816803	1147.481689	263.320343	-424.272034	1192.939819	262.58197	-506.296326	1101.227173	243.426208	-430.391418	1147.151245
636	6.23	3.680183	-391.642426	999.695129	59.693275	-385.300201	1003.585938	-20.158321	-367.345642	955.509216	33.47715	-361.294434	959.408813	30.458115	-294.314789	860.392273	284.298492	-475.166565	1174.352051	284.185028	-497.828094	1147.523315	263.214844	-424.281921	1192.974365	262.502136	-506.306549	1101.261597	243.329529	-430.405975	1147.184082
637	6.24	3.6723	-391.645538	999.696228	59.685123	-385.30368	1003.588684	-20.164749	-367.347778	955.509827	33.470314	-361.296417	959.411194	30.453581	-294.315918	860.394958	284.197571	-475.175446	1174.393555	284.092224	-497.838776	1147.565186	263.10849	-424.290771	1193.008789	262.421967	-506.316101	1101.296143	243.232666	-430.420105	1147.216553
638	6.25	3.664319	-391.648804	999.697327	59.676865	-385.307312	1003.59137	-20.171249	-367.350006	955.510437	33.463402	-361.298492	959.413635	30.448999	-294.317078	860.397705	284.0961	-475.183624	1174.435181	283.998932	-497.848877	1147.607056	263.001282	-424.298676	1193.043213	262.341492	-506.325134	1101.330811	243.135651	-430.433899	1147.248657
639	6.26	3.656241	-391.652222	999.698425	59.668503	-385.311127	1003.594177	-20.177822	-367.352325	955.511047	33.456409	-361.30069	959.416077	30.444368	-294.318298	860.400574	283.994141	-475.191193	1174.476929	283.905151	-497.858521	1147.64917	262.893188	-424.305756	1193.077515	262.260712	-506.33371	1101.365601	243.038513	-430.447388	1147.280396
640	6.27	3.648066	-391.655792	999.699524	59.66003	-385.315094	1003.596924	-20.184469	-367.354767	955.511658	33.449341	-361.303009	959.418518	30.439692	-294.319611	860.403442	283.891663	-475.198303	1174.518555	283.810883	-497.867798	1147.691406	262.784271	-424.312164	1193.111938	262.179657	-506.341888	1101.400391	242.941269	-430.460663	1147.311768
641	6.28	3.639792	-391.659515	999.700623	59.651455	-385.319244	1003.599792	-20.191189	-367.35733	955.512268	33.442192	-361.30545	959.421021	30.434965	-294.320953	860.406372	283.788757	-475.204987	1174.560303	283.716217	-497.87677	1147.733765	262.674561	-424.317963	1193.14624	262.098358	-506.349854	1101.435425	242.843964	-430.473816	1147.342896
642	6.29	3.631419	-391.663361	999.701721	59.642769	-385.323578	1003.6026	-20.197983	-367.359955	955.512878	33.434963	-361.307983	959.423523	30.430189	-294.322357	860.409302	283.685394	-475.211426	1174.602051	283.621094	-497.88559	1147.776123	262.564087	-424.323303	1193.180542	262.016846	-506.357605	1101.470581	242.746628	-430.486938	1147.373779
643	6.3	3.622948	-391.667389	999.70282	59.633976	-385.328064	1003.605469	-20.204851	-367.362701	955.513489	33.427654	-361.310608	959.426086	30.425365	-294.323822	860.412354	283.581635	-475.217712	1174.643799	283.525635	-497.894287	1147.818726	262.452881	-424.328339	1193.214844	261.93512	-506.365326	1101.505737	242.649307	-430.500122	1147.404419
644	6.31	3.614377	-391.671539	999.703918	59.625076	-385.332703	1003.608398	-20.211794	-367.36557	955.51416	33.420265	-361.313385	959.42865	30.420492	-294.325348	860.415466	283.477539	-475.223999	1174.685547	283.42984	-497.903046	1147.861328	262.341034	-424.333191	1193.249146	261.853241	-506.373108	1101.541016	242.552063	-430.513428	1147.434692
645	6.32	3.605707	-391.675873	999.705017	59.616066	-385.337524	1003.611328	-20.218811	-367.36853	955.514771	33.412796	-361.316254	959.431213	30.415571	-294.326904	860.418579	283.373169	-475.230347	1174.727295	283.33374	-497.911926	1147.903931	262.228577	-424.337982	1193.283447	261.771271	-506.381042	1101.576416	242.454926	-430.526978	1147.464722
646	6.33	3.596937	-391.680328	999.706116	59.606945	-385.342529	1003.614258	-20.225903	-367.371582	955.515381	33.405247	-361.319244	959.433838	30.410601	-294.328552	860.421814	283.268585	-475.236938	1174.769043	283.237457	-497.921051	1147.946533	262.115601	-424.342896	1193.317871	261.68924	-506.389221	1101.611816	242.357971	-430.540863	1147.494385
647	6.34	3.588067	-391.684967	999.707214	59.597717	-385.347687	1003.617249	-20.23307	-367.374756	955.516052	33.397617	-361.322327	959.436462	30.405581	-294.330261	860.425049	283.163818	-475.243896	1174.810669	283.140991	-497.930542	1147.989014	262.002167	-424.348053	1193.352173	261.607208	-506.397766	1101.647217	242.261276	-430.555176	1147.523926
648	6.35	3.579096	-391.689728	999.708313	59.588375	-385.353027	1003.620239	-20.240313	-367.378021	955.516724	33.389908	-361.325562	959.439148	30.400511	-294.332031	860.428345	283.059021	-475.251343	1174.852173	283.044464	-497.940491	1148.031494	261.888397	-424.353607	1193.386597	261.525238	-506.406799	1101.682617	242.164886	-430.570007	1147.553223
649	6.36	3.570024	-391.694672	999.709412	59.578926	-385.358551	1003.623291	-20.247629	-367.381409	955.517334	33.382118	-361.328888	959.441895	30.395391	-294.333862	860.431702	282.954193	-475.25943	1174.893555	282.947937	-497.951019	1148.073853	261.774353	-424.35968	1193.421021	261.44339	-506.416412	1101.717896	242.068878	-430.585449	1147.582153
